ItemNumber,sentence,checkNoteRelevant
8055,*** ADD PHOTO WHEN AVAILABLE *** Verify if the numbers on the description appear on the board and update as necessary,
8061,Frequent Backorder.,
8061,"2.28.25 12-22815 still on bo, nla supplier changed 3.10, 12 on order have not been cancelled...  3.17.25 Korg exp to have these in April or May",
8093,"Will also work with Ensoniq Mirage, but is too short to fill drive window",
8103,"2.7.24 Cost increase from $.84 to $1.13, no price increase, expect in July at MO 6.19.24",
8108,bo at Korg 9.28.23 changed supplier KM Backorder 2 mos.,
8108,2.17.25 Backordered,
8111,5.2.22 Gave one to Josh.MM,
8120,10.23.22 New part  8.6.23 Added Juno-DS61/76/88.,
8120,10.2.23 Cost increase from $5.50 to $10.,
8120,1.5.24 14 avail 4.3.24 5 avail.,
8120,4.20.24 3 AVAIL.,
8120,12.8.24-12.27.24  15 avail,
8121,"Add photo & location, bo at ams no eta 7.22.24, 1 on order cancelled- nla 9.3.24 KM",
8122,available at MO 11.9.23 KM,
8127,Frequent backorder 11+ mos 8.6.24 Cost increase from $18 to $32.75,
8128,"Backorder 11.26.24 Yamaha has a sub pn, cost increase from $ 92.00 to $112.35, increased price from $172.97/194.95 to $194.97/209.95.",
8129,available at MO 11.9.23 KM,
8130,Frequent backorder 5 mos.,
8130,"This cushion does not have great stickiness when it comes NEW, so if asked, we recommend that double-sided tape be used to get it to stay in place.",
8131,"Backorder was 4+ mos , new part 5/5/23.",
8131,nla 3.28.25 KM,
8132,ADD PHOTO WHEN AVAILABLE,
8134,11.9.23 Roland has 10.MM.,
8134,12.8.212.27.24 8 avail,
8135,6.5.24 Cost decreased from $ 96.03 to $ 80.07.,
8135,2.14.25 Still current pn,
8136,"Can probably sub #2982, which is 2.5mm shorter  FREQUENT BACKORDER 6+ wks.",
8136,11.28.22  Avg.,
8136,"lead time approx 4-6 wks, after our PO is placed & processed.",
8138,"YA says 'contact me' changed supplier 9.28.23 KM , 10.21.24 One missing, in transit 10.29",
8139,"Frequent Lengthy backorder 3+ mos 7.27.22 AM&S lost our original PO # 41451 order, has only 3, has not ordered more.MM  8.2.22 Frankie has none, not ordered yet.",
8139,"8.9 Frankie has none, exp 13 in 3 wks.MM 8.20.22 In transit.MM",
8144,Used in Korg EK50 (Category selector).,
8144,Korg sells for $5 on Reverb.,
8144,"#5035 is the same, but with lighter detents.",
8144,"Kross 61 added 1.24.25 KM, Kross 88 added 3.31",
8152,Measure spacing between mounting posts,
8154,12/6/22 - Ordered 2 on eBay.,
8154,SM.,
8154,Matching power inlet jack is #1148.,
8154,"2/7/24 - Ordered 10 more (eBay)
Avail from insirit-adapter on eBay",
8155,"6.29.21 One on wait list (acsg1565@gmail.com), putting one in stock fom NC after raising price $15",
8162,Still available from Korg,
8163,CHANGE TO NEW when restocking.,
8163,"#3218, 4398, 5508, and 8163 are identical except for color.",
8163,", bo at KO 11.9.23 KM",
8174,Still avail from Korg,
8175,Same as #2380 except for color,
8177,Ordered on eBay.,
8177,Added 23 from Cy 3/9/23 NZM,
8180,available at ya 11.9.23 KM,
8181,2.6.24-8.24.24 Roland shows nla,
8184,supplier changed bc AMS no longer carries Kurz parts 10.21.24 KM,
8189,"Change to NEW, adjust price if necessary, changed supplier to na 10.18.24",
8190,10/7/20 NLA.MM  2/22/22 - Available!,
8190,SM   Korg is selling on Reverb for $5.,
8192,"*Extra upstairs, in bag with other dust shields in U2 section.",
8192,TP 10.26.23* 4.20.21 Gave one to Josh.MM,
8193,*** ADD PHOTO WHEN AVAILABLE ***,
8195,CHANGE LOCATION TO C103 once unboxed ones are sold.,
8195,"11/6/24 - 2 in C108, 1 in C103.",
8195,Frequent backorder 5 mos  4.24.24 One missing,
8200,"Josh makes these, tested and good.",
8203,23 pieces in this set,
8208,Tech has 2 of these with non-working backlights,
8215,CHANGE TO NEW AND UPDATE PRICE WHEN ORDERING.,
8215,available at ya 11.9.23,
8237,Frequent backorder 2 mos,
8238,"2.28.23 Yamaha verified nla  12.2.24 Added Models to #2594 Item page (PSR-S700, PSR-S900, PSR-OR700)  2.5.25 Wait list shows jeisoncamilohenao@gmail.com - emailed info on the sub # 2594 and ghiona@gmail.com purchased sub",
8239,Frequent backorder.,
8239,Includes nut and washer.,
8249,ADD PHOTO WHEN AVAILABLE.,
8249,"10.26.24 Yamaha price reduced from $223.54 to $123.42, reduced price from $399.95 to $199.95.",
8249,"**When we have photo, increase price from $199.95 to $209.95 please.MM",
8250,*** ADD PHOTO WHEN AVAILABLE ***.,
8250,11.11.23 Consumer price $ $673.62,
8252,Backorder was 7 wks,
8253,"Identical to #3976, except this one has an extended shank.",
8257,1 used on is in the bag also,
8259,ADD PHOTO.,
8259,Is this the same pot as #9789?,
8260,KP2 added 1.22.25 KM,
8261,7/20/20 Missing one.MM  4.20.21 Gave one to Josh.MM,
8268,"Same as #6616, but wiring is longer.",
8273,Nearly identical to 2038.,
8282,Same as #1353 except for color,
8284,"From Luke Aldred, same as #4952 except that taper is incorrect for pitch bender.",
8295,"Identical to #5433, but 5mm shorter.",
8301,Thinner than #8296,
8312,Uses nut #7364,
8321,"Same as #3102, but dark brown.",
8321,8.11.23 Can use #3102 as sub.MM,
8332,ADD PHOTO,
8338,"11.26.24 Bunmi at Kawai gave us pn, price and verified works for MP4 & MP6.",
8338,12.6.24 Thirteen on wait list,
8339,Overstock is upstairs,
8341,May be available from Kawai,
8343,#2848 can work as a substitute,
8344,"5.8.23-11.15.23 Cost decrease from $19.25 to $13.50, Korg lists on Reverb for $27 w/ 7 day return policy.",
8344,"11.15.23 Was off of Reverb during June/July which is the last we sold of this, reduced price from $44.95 to $39.95.MM",
8351,Possibly get a sub from StockCap?,
8352,"11.3.21 Adam Pryor is not willing to sell parts to us anymore, but will sell us parts for our repairs only.MM.",
8352,One in bin for shop use only,
8353,8.9.22-10.10.22 Korg site shows NLA.MM 9.28.23 still nla,
8354,Electribe ES-1 Mk II added 11.18.24 KM,
8355,"ADD PHOTO WHEN AVAILABLE, 05R/W added 6.20.24 KM",
8356,05R/W added 6.20.24 KM,
8357,"Frequent backorder 3 mos   2.11.25 Korg shows 12-22774 still on bo, so changed on order from 7 to 12 which matches PO # 22774",
8362,"Four different hammer weights (B1 - B4) are use for black keys, depending on position in the keybed.",
8362,Numbers are stamped in the middle of the metal bracket.,
8363,"Four different hammer weights (B1 - B4) are use for black keys, depending on position in the keybed.",
8363,Numbers are stamped in the middle of the metal bracket.,
8364,"Four different hammer weights (B1 - B4) are use for black keys, depending on position in the keybed.",
8364,Numbers are stamped in the middle of the metal bracket.,
8365,"Four different hammer weights (B1 - B4) are use for black keys, depending on position in the keybed.",
8365,Numbers are stamped in the middle of the metal bracket.,
8366,"Four different hammer weights (W1 - W4) are use for white keys, depending on position in the keybed.",
8366,Numbers are stamped in the middle of the metal bracket.,
8367,"Four different hammer weights (W1 - W4) are use for white keys, depending on position in the keybed.",
8367,Numbers are stamped in the middle of the metal bracket.,
8368,"Four different hammer weights (W1 - W4) are use for white keys, depending on position in the keybed.",
8368,Numbers are stamped in the middle of the metal bracket.,
8369,"Four different hammer weights (W1 - W4) are use for white keys, depending on position in the keybed.",
8369,Numbers are stamped in the middle of the metal bracket.,
8371,"Available from Mouser June 15, 2020",
8376,Lucas is gonna check with his buddy about making these.,
8376,"6.11.22 Roland has none, price increase from $36.11 to $43.10",
8383,MUST GO to TECH to check before shelving.,
8383,11.1.23 Consumer price is $519.50.,
8383,"11.15.24 Requested RMA for defective keybed.MM  Shipped, get tracking info from Kenneth, will Yamaha send replacement or give credit?MM  11.18.24 Shipped to Yamaha on their label, tracking # 1Z91E4839095405246  12.16.245 Shows delivered 11/25/24, req'd update on RMA.MM",
8385,"Ordered on eBay 6/20/23, 10 go into stock when we receive 20 pieces, as each is a set of two , 5 sets need washers (10) on Sam's desk 7.3.24",
8386,"When sold, change to NEW, special order, price $149.95",
8387,"Backorder was 2 mos,",
8388,"DVP1 added 7.31.24 KM, EX-8000 added 11.18",
8390,3 singles on Kaylas desk 8.16.24,
8412,We don't know what this came from.,
8412,"SM , cant find 12.11.23",
8421,4/14/22 - Purchased on eBay,
8431,ADD PHOTO,
8447,ADD BOARD NUMBERS,
8453,"Very similar to #8216, but contact is different.",
8511,Frequent Backorder 3 mos,
8512,Uses nut #7364,
8553,6.5.24 Yamaha shows NLA,
8555,"Order # 162219 placed on 8/24/24 still not picked up for IN STORE, put back on shelf.",
8555,Do not put in inventory just yet.10.22.24,
8572,"CHANGE TO NEW, PRICE TO $239.95, Special Order, WHEN ORDERING.",
8572,available at ya 11.9.23 KM,
8573,nla supplier changed 3.31.25 KM,
8597,"Identical to #4637, except shank protrudes 6mm.",
8597,5.29.24-1.21.25 Roland shows nla,
8598,ADD PHOTO,
8600,Frequent backorder 2 mos,
8601,Overstock is in U5,
8602,"Backorder was 2 mos 2.22.25 Out of stock, 2-22770 still on bo, raised min from 4 to 6,",
8606,"DISCONTINUED Dec 2023, merged into 1065",
8607,"There are different versions of this part, based on different encoders (it is obvious from the look of the encoder which it is), and based on the PCB number.",
8607,The AP414 board (PC414) cannot replace the similar AP10395 board (PC10395).,
8608,Overstock is upstairs,
8609,Merged into #7000,
8610,I think Excelsior is the contractor who makes this.,
8610,"I am guessing it is ROM #02, Holy Grail Piano.",
8612,"Matte charcoal finish, similar to #6164, 11344",
8613,Overstock is upstairs.,
8613,"Two additional used upstairs, not in stock.",
8614,"Same as #9708, but without choke?",
8618,ADD MEASUREMENTS.,
8618,"Same as 9111, except for paint?",
8622,change to new & raise price TO $49.95 WHEN RESTOCKING.,
8622,available at YA 11.9.23 KM,
8626,"Backorder 2 mos 3/11/24 There are nineteen on wait list, we can get this NEW, added P90.",
8632,Havian 30 added 11.18.24 KM,
8637,Overstock is in U5,
8649,"AMS-FFFS001148 on PO 22439, CHECK THESE - AM&S has mixed up pitch bend and mod wheels.",
8649,"Pitch bend has a spring to center the wheel, mod wheel (#12357) does not",
8651,Frequent backorder  11.26.24 One missing.,
8653,"2.7.24 Expected 23-Feb-24 at Mouser, cost increase from $1.67 to $1.85, no price increase",
8659,available at ya 11.9.23 KM,
8663,in transit 12.13,
8667,ADD PHOTO WHEN AVAILABLE,
8668,"BEWARE WHAT YOU PUT IN STOCK   3.12.23 Sent the wrong board, PC366 on Order 138914.",
8668,"We do not have PC366 listed, so we did not request that he return the board.MM",
8669,Frequent backorder 5+ mos.,
8670,"MULTIPLE PARTS: VFT58500 is a set of 3 contact strips - #8670 x2, and #1233 x1.",
8670,FREQUENT BACKORDER 3 + mos.,
8670,These are slightly softer than original strips.,
8670,6.23.23 Yamaha canceled 1-21833.,
8670,6.27.23 Yamaha verified ZN233800 nla.,
8670,"11.24.24 SynD shows 9 On Order with no PO#, so changed to zero",
8671,$3.93ea/10,
8673,"Frequent Backorder 3 mos   ***YAMAHA PART #8669 IS VERY CLOSE YAMAHA PART NUMBER, SO BE EXTRA CAREFUL TO LABEL CORRECTLY***",
8710,13-note strip should be Casio 91036999449.,
8710,SM,
8745,12.29.23 This part is shown in first SM and corrected SM for GR-55.,
8745,Confirmed it is listed for the Boss GT-5 which is the only model we list it for.,
8745,We do not list the Roland GR-55 at this time.MM,
8747,Frequent backorder 3 mos.,
8747,This cable can substitute for #11596.,
8747,"12.19.23 Checked in 5-21555, still showed two on order, but no PO, so took to zero on order.MM",
8750,Backorder was 3 mos.,
8750,"One used on not in stock in U4, #12519 works as a replacement  3.25.25 1-22868 on bo",
8752, 91087087497 = M804-PSA1 also works in WK-210 (but not main board),
8753,Backorder was 3 mos.,
8753,Same as #8282 except for color,
8765,"one missing 2.27.25, in transit 3.5",
8844,Identical to 2452 except for color.,
8844,IX300 added 11.20.24 KM,
8869,"CHANGE TO NEW when restocking, increase price.",
8869,available at KO 11.9.23 KM,
8879,3 holes,
8880,To keybed.,
8881,"If still available at AMS, take off hold, change to NEW, change price if necessary.",
8881,"SM available but no eta, supplier changed and changed to NEW 8.26.24 KM",
8883,To keybed.,
8888,3 holes,
8891,1 hole,
8895,No holes.,
8903,4.3.24 Roland shows NLA,
8906,Overstock is upstairs.,
8906,9.8.23 One missing.MM,
8909,"ADD PHOTO and GIVE TO SAM, Maybe the same as #11975?",
8910,7/25/23 - ordered 4 from All Electronics,
8911,10.19.22 Found one.MM,
8917,"11.21.23 Backordered, so raised minimum from 1 to 2.MM, nla supplier changed 1.30.25 KM",
8941,"Identical to #4996, except has a hard-wired harness.",
8959,Overstock upstairs,
8960,Overstock upstairs,
8969,CHANGE TO NEW when restocking,
8970,Overstock upstairs,
8973,1 hole,
8981,8.7.24 Cost increase from 2.95 to 3.95,
9017,RE-PHOTO,
9035,"12/13/23 - This part is MIA, should have 1.",
9046,Purchased from surpluscityliquidators.com,
9048,3.5.25 Casio verified nla,
9049,A better pic would be nice.,
9050,3.5.25 Casio says out of stock and the price is $18.04.,
9050,"3.25.25 Casio canceled 1-22868, verified nla",
9051,"3.25.25 Casio canceled 1-22868, verified nla",
9052,"BEFORE CHECKING IN, MAKE SURE NEW PART MATCHES PHOTO - wiring in particular.",
9052,"M900-MDA1 is also used in AP-220, though it may be populated differently...?",
9052,"3.5.25 Casio says out of stock, $156.15, eta 3-4 wks  3.25.25 Casio canceled 2-22868, verified nla",
9065,RE-DO PHOTO.,
9065,3.5.25 Casio verified nla,
9066,3.5.25 Casio says 2 available and the price is $0.40.,
9066,"3.25.25 Casio canceled 10-22868, verified nla",
9067,3.5.25 Casio says out of stock and the price is $1.00.,
9067,3.25.25 6-22868 on bo,
9069,"1 used one not in stock, in U5  Frequent Backorder 2 mos , overstock upstairs first shelf on the left, MC",
9070,"CHECK IN AS MULTIPLE ITEMS: #9070 x1, #9082 contact strip x7, #9083 contact strip x1.",
9070,Frequent Backorder 3 mos.,
9070,"2.27.25 Should have two soon, customer waiting is cheltenham@fun-science.org.uk.",
9070,3.25.25 1-22868 on bo,
9077,"2.8.24 Casio has this part, verified it works only for the Privia PX-160.",
9077,2.13.24 Thirteen on wait list.,
9077,3.28.24 Decreased price from $299 to 274.,
9077,7.30.24 Decreased price from 274 to 249,
9082,Will get 7 from # 9070,
9084,11.12.24 Available,
9093,3.25.25 1-22868 on bo,
9111,Overstock is in U1.,
9111,"Same as 8618, except for paint?",
9112,"1 new, 1 used in stock",
9115,Same as 10441.,
9115,Combine these when we have one or more available and can clean out the 10441 wait list.,
9116,"Overstock is upstairs, and includes 1 used one that is too faded to be used.",
9116,TW 4/25/23,
9184,TAKE A NEW PIC - THIS IS UPSIDE DOWN.,
9191,ADD PHOTO WHEN AVAILABLE,
9193,ADD PHOTO.,
9193,"Could be special ordered from UK, according to Frankie in 2015",
9196,12.11.23 Cost increase from $47.87 to $61.76 so increased price from $89.95 to $99.95.MM,
9205,Frequent backorder 2+ mos  **6.27.22 No longer includes nut and washer**  6.19.24 Three missing,
9206,"Put 148 in stock, but wrong type!",
9207,Measure width of mounting tab.,
9207,Is it compatible with Yamaha?,
9211,1 used one on shelf for shop use.,
9237,Change to NEW when reordering,
9261,"CHECK IN AS MULTIPLE PARTS, #9261, 9297, 9284, 9267   11.27.23 Have not had one in stock, show none ordered from Korg until today.MM",
9296,"CHANGE TO NEW when restocking, raise price to $19.95.",
9296,Korg sells on Reverb for $16.50.,
9296,available at KO 11.9.23 KM,
9342,"28 yellowed ones in U1, not in stock",
9343,"Changed from USED to NEW, and brought part back to life.",
9343,", YPG225 and DGX220 added from packing slip 9.25.24,",
9359,part nla 11.25.24 KM,
9360,*** CHECK IN AS MULTIPLE ITEMS.,
9360,This Roland part number is 9 or 10 PCBs (search 5100034124 in SynD to see the list).,
9360,7.14.24-3.3.25 Roland shows nla,
9408,Frequent backorder 3 mos Come from Sweden.,
9410,Includes PC power cord,
9411,"This board is identical to #8645, except that it has a second black connector.",
9413,Overflow in U6.,
9413,"2.10.22 Price decrease at Roland from $23.70 to $13.47, our cost $18.59.",
9413,11.9.23 62 avail.,
9413,11.29.23-1.5.24 60 avail.,
9413,5.28.24 37 avail.,
9413,9.18.24 34 avail.,
9413,10.13.24 24 avail.,
9413,11.4.24-11.20.24 19 avail.,
9413,12.8.24-1.20.25 14 avail,
9414,2 used in bag not in stock,
9421,X5DR added 3.27.25 KM,
9449,Mouser 968-HI3-0201-5Z is probably compatible,
9459,"2.7.24 Cost increase from $1.60 to $2.20, no price increase",
9463,1.9.23 Korg site shows NLA.,
9474,"12.9.21 We cannot find this part or #9475 and #9476, so taking all three out of stock.MM",
9475,12.9.21 Cannot find this part or 9474 and 9476.MM,
9476,12.9.21 Cannot find this part or 9474 and 9475.MM,
9479,"Frequent backorder 5 mos , Monotribe added 9.16.24 KM, KO-1 added 1.22.25",
9480,DO WE WANT TO REORDER?,
9480,These don't fit any specific gear...,
9497,"This is identical to #4298 for the Juno-106, only this one is black instead of gray.",
9509,Casio?,
9512,"TAKE BETTER PIC, measure between mounting posts",
9526,"There are two different types in the bag - 2 as pictured, and 2 that are taller (4.5mm wall).",
9526,Not sure which goes for what... SM,
9534,4.9.22 Raised our price from $469 to $495.MM  9.6.22 Frankie says NLA.MM,
9537,"One USED one is in the bag, not in stock.",
9544,Do these work with Moogerfooger?,
9552,MAKE SURE WE RECEIVE THE CORRECT PART.,
9552,AM&S has sent #11332 in error.,
9552,"1/6/24 - One rec'd was toggle switch, taken out of stock.",
